Date,Open,High,Low,Close,Adj Close,Volume
2016-12-12,70.000000,71.029999,69.900002,70.620003,55.318695,10461480
2016-12-19,70.330002,71.400002,70.120003,71.029999,55.639854,13477381
2016-12-26,71.029999,71.190002,70.010002,70.720001,55.397022,6808508
2017-01-02,70.180000,72.639999,69.820000,72.040001,56.431015,14359463
2017-01-09,72.209999,73.230003,68.440002,71.330002,55.874859,19881739
2017-01-16,69.910004,71.120003,68.940002,70.639999,55.334362,15323417
2017-01-23,70.040001,72.949997,69.730003,70.720001,55.397022,16761887
2017-01-30,70.550003,70.980003,67.110001,67.650002,52.992210,24783390
2017-02-06,67.739998,68.099998,66.129997,67.120003,52.577042,18841919
2017-02-13,67.300003,68.769997,66.980003,67.610001,52.960876,15610521
2017-02-20,68.000000,70.339996,67.699997,68.760002,53.861698,16912495
2017-02-27,69.000000,70.199997,68.139999,69.970001,54.809525,14618832
2017-03-06,69.809998,70.730003,69.260002,70.000000,54.833031,16748550
2017-03-13,70.099998,71.930000,69.820000,71.160004,55.741699,21571039
2017-03-20,71.000000,71.730003,69.480003,70.559998,55.271698,18773132
2017-03-27,70.199997,73.000000,68.930000,69.199997,54.206367,24451317
2017-04-03,69.550003,69.680000,66.099998,67.000000,54.951138,19102602
2017-04-10,67.360001,68.500000,65.980003,66.419998,54.475437,13237898
2017-04-17,66.419998,66.669998,64.959999,66.169998,54.270397,15193570
2017-04-24,67.480003,69.230003,67.389999,68.400002,56.099369,22507709
2017-05-01,68.400002,68.760002,67.050003,68.519997,56.197792,14675607
2017-05-08,69.290001,69.290001,68.330002,69.070000,56.648876,14124247
2017-05-15,69.300003,69.389999,66.940002,67.889999,55.681080,17535202
2017-05-22,68.019997,68.690002,64.699997,65.379997,53.622463,22054013
2017-05-29,65.199997,66.550003,64.370003,65.839996,53.999744,17243100
2017-06-05,65.839996,65.949997,64.800003,65.459999,53.688080,11242863
2017-06-12,65.430000,66.540001,64.660004,65.199997,53.474831,23910025
2017-06-19,65.820000,66.309998,64.820000,65.339996,53.589657,12756800
2017-06-26,65.500000,66.089996,63.090000,63.369999,51.973934,18461020
2017-07-03,63.770000,64.529999,63.090000,63.480000,52.064156,15287200
2017-07-10,63.810001,65.769997,63.150002,64.870003,53.204185,20989840
2017-07-17,64.940002,65.129997,61.880001,62.580002,51.326000,21076160
2017-07-24,60.570000,61.840000,59.090000,59.849998,49.086948,32536036
2017-07-31,59.509998,60.959999,59.009998,60.529999,49.644657,19612164
2017-08-07,60.790001,60.900002,59.389999,59.799999,49.045937,14637233
2017-08-14,60.180000,60.759998,59.970001,60.310001,49.464226,12452133
2017-08-21,60.110001,62.570000,59.880001,62.169998,50.989731,18391516
2017-08-28,62.009998,62.160000,60.750000,61.799999,50.686272,13485732
2017-09-04,61.400002,65.769997,61.310001,64.830002,53.171379,21560544
2017-09-11,65.250000,66.410004,63.470001,66.250000,54.336014,25742573
2017-09-18,66.660004,67.169998,66.169998,66.599998,54.623066,10533814
2017-09-25,66.500000,67.470001,66.070000,67.470001,55.336609,12920062
2017-10-02,67.620003,69.080002,67.440002,68.699997,56.345417,12148604
2017-10-09,68.949997,69.070000,67.599998,67.910004,55.697495,11227718
2017-10-16,67.989998,69.830002,67.949997,68.360001,56.066559,17462410
2017-10-23,68.519997,71.699997,68.330002,71.110001,58.322018,18443002
2017-10-30,71.139999,73.639999,71.070000,73.250000,60.077179,13060980
2017-11-06,73.150002,73.430000,70.199997,70.570000,57.879131,15689789
2017-11-13,70.690002,70.959999,68.559998,68.970001,56.566864,14097087
2017-11-20,68.480003,71.150002,68.269997,70.000000,57.411633,13062139
2017-11-27,69.839996,70.900002,67.849998,68.290001,56.009151,15365534
2017-12-04,69.309998,70.849998,68.820000,70.300003,57.657688,14145680
2017-12-11,70.300003,71.470001,69.779999,71.010002,58.240005,18774092
2017-12-18,71.300003,71.849998,70.830002,71.309998,58.486046,11888262
2017-12-25,71.309998,72.040001,70.589996,70.800003,58.067772,5124432
2018-01-01,70.800003,72.980003,69.330002,72.980003,59.855728,14029600
2018-01-08,73.239998,74.709999,72.940002,74.180000,60.839939,16659076
2018-01-15,74.199997,75.279999,73.510002,75.010002,61.520676,15377473
2018-01-22,74.879997,76.480003,73.910004,74.809998,61.356636,16976518
2018-01-29,75.099998,75.470001,70.260002,71.169998,58.371227,23101003
2018-02-05,70.720001,71.589996,67.660004,70.129997,57.518253,30911194
2018-02-12,70.860001,72.699997,69.940002,72.500000,59.462048,21813055
2018-02-19,70.900002,71.480003,69.209999,70.410004,57.747906,19575097
2018-02-26,70.449997,70.980003,66.870003,67.349998,55.238194,24291360
2018-03-05,66.250000,68.660004,66.110001,67.919998,55.705688,17725375
2018-03-12,68.550003,69.500000,67.120003,69.169998,56.730892,28000364
2018-03-19,68.949997,69.260002,65.199997,65.769997,53.942329,19392727
2018-03-26,66.099998,69.250000,65.129997,68.970001,56.566864,19633044
2018-04-02,68.970001,69.769997,65.070000,65.330002,53.581463,21341691
2018-04-09,65.760002,66.489998,64.540001,65.650002,56.823448,16587576
2018-04-16,65.790001,66.250000,64.820000,65.120003,56.364708,16230657
2018-04-23,65.000000,65.959999,63.779999,65.639999,56.814793,17921599
2018-04-30,65.699997,66.949997,65.010002,66.480003,57.541862,12822894
2018-05-07,66.410004,67.440002,66.160004,67.050003,58.035229,11699141
2018-05-14,67.169998,68.160004,66.400002,67.400002,58.338161,15083568
2018-05-21,67.400002,68.639999,64.440002,65.070000,56.321430,19517493
2018-05-28,65.199997,65.410004,61.310001,62.029999,53.690155,28011155
2018-06-04,62.450001,63.060001,61.259998,61.959999,53.629562,15677595
2018-06-11,60.900002,63.630001,60.459999,62.320000,53.941162,39106902
2018-06-18,61.939999,62.189999,56.860001,57.660000,49.907692,29776800
2018-06-25,57.200001,57.250000,54.790001,55.130001,47.717850,26137639
2018-07-02,54.950001,59.160000,54.779999,58.040001,50.236603,24178459
2018-07-09,58.439999,58.490002,56.689999,57.250000,49.552818,13727705
2018-07-16,57.180000,58.830002,56.820000,57.259998,49.561470,16867444
2018-07-23,57.090000,59.930000,56.759998,59.290001,51.318542,21523571
2018-07-30,59.150002,59.680000,56.759998,58.160000,50.340466,16011157
2018-08-06,58.389999,59.400002,56.970001,57.200001,49.509544,13423613
