Date,Open,High,Low,Close,Adj Close,Volume
2016-12-12,11.200000,11.330000,11.140000,11.315000,9.373146,9084871
2016-12-19,11.340000,11.670000,11.315000,11.580000,9.592668,14612401
2016-12-26,11.580000,11.815000,11.575000,11.815000,9.787337,6720890
2017-01-02,11.950000,12.275000,11.800000,11.800000,9.774913,17701410
2017-01-09,11.850000,12.655000,11.605000,12.445000,10.309217,23707497
2017-01-16,12.440000,13.035000,12.380000,12.750000,10.561876,20815722
2017-01-23,12.685000,12.890000,12.490000,12.565000,10.408625,21058553
2017-01-30,12.550000,12.560000,12.005000,12.170000,10.081413,19672278
2017-02-06,12.175000,13.040000,11.980000,12.900000,10.686132,23520652
2017-02-13,12.895000,13.405000,12.870000,13.220000,10.951215,21562704
2017-02-20,13.290000,13.660000,13.050000,13.220000,10.951215,25997552
2017-02-27,13.230000,14.075000,13.180000,14.005000,11.601497,18644408
2017-03-06,13.970000,14.155000,13.640000,13.810000,11.439961,18924985
2017-03-13,13.835000,15.015000,13.625000,14.680000,12.160653,40782478
2017-03-20,14.650000,15.370000,14.315000,15.170000,12.566561,20377132
2017-03-27,14.930000,15.790000,14.550000,15.535000,12.868919,26051092
2017-04-03,15.730000,15.795000,15.275000,15.750000,13.047022,17604434
2017-04-10,15.800000,15.865000,15.555000,15.800000,13.088441,9552455
2017-04-17,15.800000,15.850000,15.005000,15.145000,12.545852,13960882
2017-04-24,15.490000,15.770000,15.165000,15.205000,12.595554,18660258
2017-05-01,15.205000,15.395000,15.015000,15.380000,12.740521,13673630
2017-05-08,15.425000,15.705000,15.245000,15.595000,12.918624,12736040
2017-05-15,15.650000,17.055000,15.565000,16.969999,14.057650,25219553
2017-05-22,17.059999,17.650000,17.020000,17.540001,14.529828,17722236
2017-05-29,17.490000,18.445000,17.400000,18.160000,15.043423,19395209
2017-06-05,18.160000,20.125000,17.980000,19.730000,16.343987,35649531
2017-06-12,19.684999,20.264999,19.295000,20.160000,16.700190,21625229
2017-06-19,20.270000,20.330000,18.945000,19.070000,15.797251,19842449
2017-06-26,19.145000,19.145000,17.215000,17.445000,14.451130,27992280
2017-07-03,17.705000,17.719999,16.940001,17.625000,14.600241,20945176
2017-07-10,17.934999,18.120001,17.495001,17.924999,14.848754,16930110
2017-07-17,17.959999,18.045000,17.275000,17.355000,14.376577,15558318
2017-07-24,17.350000,18.014999,17.350000,17.510000,14.504976,13390175
2017-07-31,17.510000,18.559999,17.510000,18.495001,15.320934,13897142
2017-08-07,18.510000,19.290001,18.379999,18.830000,15.598439,14975048
2017-08-14,19.200001,20.750000,18.820000,20.605000,17.068821,22993809
2017-08-21,20.600000,21.180000,20.395000,21.040001,17.429167,16454360
2017-08-28,20.945000,21.150000,20.424999,20.990000,17.387747,13730275
2017-09-04,20.490000,21.525000,20.355000,21.334999,17.673534,15808145
2017-09-11,21.389999,21.690001,20.004999,20.170000,16.708471,18297742
2017-09-18,20.305000,20.879999,19.795000,20.230000,16.758175,19396846
2017-09-25,19.850000,19.885000,19.059999,19.219999,15.921508,23603434
2017-10-02,19.170000,19.834999,19.150000,19.385000,16.058195,18050407
2017-10-09,19.450001,20.959999,19.405001,20.959999,17.362892,17035958
2017-10-16,20.940001,21.639999,20.625000,21.450001,17.768803,14663240
2017-10-23,21.389999,21.615000,20.545000,21.360001,17.694248,14844934
2017-10-30,21.320000,22.285000,21.285000,22.250000,18.431511,10791027
2017-11-06,22.420000,23.315001,22.350000,22.475000,18.617893,18291443
2017-11-13,22.440001,22.850000,19.410000,19.450001,16.112040,35510132
2017-11-20,20.299999,20.350000,19.504999,19.740000,16.352270,30369668
2017-11-27,19.754999,19.885000,18.920000,19.150000,15.863522,20951641
2017-12-04,19.495001,20.705000,19.080000,20.395000,16.894857,18389145
2017-12-11,20.450001,20.895000,16.650000,16.805000,13.920966,77711561
2017-12-18,17.110001,17.674999,16.580000,17.045000,14.119779,32428751
2017-12-25,17.045000,17.254999,16.809999,17.000000,14.082500,7566001
2018-01-01,17.000000,17.680000,16.875000,17.639999,14.612663,16408801
2018-01-08,17.805000,18.389999,17.295000,17.725000,14.683080,28162285
2018-01-15,17.770000,18.135000,17.320000,17.549999,14.538111,19521863
2018-01-22,17.500000,17.815001,16.615000,16.709999,13.842269,28581902
2018-01-29,16.750000,16.820000,15.520000,15.590000,12.914482,30504851
2018-02-05,15.500000,15.960000,14.705000,15.185000,12.578988,40240572
2018-02-12,15.400000,16.410000,15.220000,15.930000,13.196131,37280922
2018-02-19,16.055000,16.639999,15.885000,16.575001,13.730438,27460212
2018-02-26,16.670000,16.980000,15.900000,15.965000,13.225124,24078067
2018-03-05,15.905000,18.040001,15.835000,17.995001,14.906742,37348064
2018-03-12,20.010000,20.559999,18.740000,20.110001,16.658770,78988013
2018-03-19,20.139999,20.170000,19.465000,19.799999,16.401970,29039355
2018-03-26,19.799999,20.180000,19.590000,20.059999,16.617348,18514361
