Date,Open,High,Low,Close,Adj Close,Volume
2016-12-12,175.949997,178.100006,175.850006,176.800003,142.228470,1325953
2016-12-19,176.250000,179.300003,175.600006,178.500000,143.596039,1569016
2016-12-26,178.500000,179.800003,178.100006,179.649994,144.521164,951621
2017-01-02,178.649994,181.649994,177.850006,178.350006,143.475372,2213671
2017-01-09,178.699997,179.850006,175.899994,179.649994,144.521164,2183847
2017-01-16,178.899994,179.300003,175.300003,176.000000,141.584900,2435558
2017-01-23,175.000000,179.500000,173.649994,177.000000,142.389343,2747466
2017-01-30,176.750000,178.850006,173.149994,177.899994,143.113358,2861617
2017-02-06,177.899994,178.750000,171.649994,178.500000,143.596039,3490988
2017-02-13,178.750000,179.149994,175.649994,177.449997,142.751358,2389409
2017-02-20,178.000000,180.800003,177.000000,178.149994,143.314453,2223414
2017-02-27,178.500000,181.850006,176.850006,180.250000,145.003845,2047971
2017-03-06,180.000000,181.550003,179.050003,179.500000,144.400482,2365369
2017-03-13,180.500000,181.750000,176.100006,180.000000,144.802734,3966963
2017-03-20,179.750000,180.449997,176.250000,178.699997,143.756927,3224336
2017-03-27,178.000000,184.000000,176.899994,183.399994,147.537888,2895119
2017-04-03,184.399994,184.500000,181.600006,182.750000,147.014999,2433252
2017-04-10,183.449997,183.949997,180.949997,183.000000,147.216110,1903901
2017-04-17,183.000000,184.000000,180.399994,182.399994,146.733398,2463716
2017-04-24,185.149994,189.399994,175.949997,175.949997,141.544662,4941053
2017-05-01,175.949997,180.649994,175.949997,180.300003,151.943283,2185115
2017-05-08,180.899994,180.899994,174.350006,175.500000,147.898224,3247008
2017-05-15,176.149994,176.350006,170.500000,172.350006,145.243637,2651301
2017-05-22,173.000000,174.350006,171.350006,172.600006,145.454330,1709986
2017-05-29,172.199997,179.250000,172.199997,177.399994,149.499390,2635565
2017-06-05,177.399994,177.699997,173.949997,177.300003,149.415115,1910545
2017-06-12,176.899994,179.600006,174.600006,176.550003,148.783081,4139214
2017-06-19,177.399994,180.949997,176.199997,177.300003,149.415115,2073552
2017-06-26,178.000000,179.550003,175.100006,176.550003,148.783081,2586713
2017-07-03,178.600006,181.250000,177.949997,180.100006,151.774750,2262277
2017-07-10,181.000000,182.600006,179.600006,181.800003,153.207397,2114492
2017-07-17,182.100006,182.350006,176.649994,177.649994,149.710068,2546952
2017-07-24,178.149994,182.350006,176.149994,180.899994,152.448929,2379058
2017-07-31,180.699997,186.449997,180.699997,186.149994,156.873230,2795521
2017-08-07,185.949997,187.850006,175.149994,176.300003,148.572388,3519763
2017-08-14,177.399994,179.250000,175.449997,178.699997,150.594925,2804053
2017-08-21,177.899994,178.899994,176.550003,176.800003,148.993759,1522053
2017-08-28,175.949997,176.300003,170.550003,173.350006,146.086365,3292687
2017-09-04,172.449997,172.449997,166.600006,169.500000,142.841858,3424138
2017-09-11,174.449997,177.800003,173.250000,175.300003,147.729660,5230131
2017-09-18,176.100006,178.100006,173.649994,178.000000,150.005020,2378403
2017-09-25,177.550003,181.350006,175.699997,180.899994,152.448929,2864681
2017-10-02,182.000000,185.100006,180.300003,185.000000,155.904099,2164876
2017-10-09,185.000000,185.399994,183.199997,184.649994,155.609146,1873347
2017-10-16,184.750000,188.899994,183.899994,188.350006,158.727219,2623585
2017-10-23,189.000000,195.399994,185.100006,192.850006,162.519501,4126255
2017-10-30,192.649994,195.850006,191.699997,194.850006,164.204956,2080522
2017-11-06,194.300003,199.000000,194.149994,195.399994,164.668427,3186912
2017-11-13,196.000000,196.100006,188.350006,190.800003,160.791901,3088199
2017-11-20,189.449997,192.600006,188.350006,189.600006,159.780624,2199059
2017-11-27,189.399994,193.800003,183.550003,184.449997,155.440598,3620708
2017-12-04,186.949997,187.500000,182.800003,184.800003,155.735565,2859234
2017-12-11,184.899994,187.449997,183.199997,186.300003,156.999649,3380524
2017-12-18,187.550003,189.899994,182.600006,183.500000,154.640015,2452947
2017-12-25,183.500000,184.399994,180.399994,180.750000,152.322525,881702
2018-01-01,180.750000,185.649994,179.199997,184.750000,155.693420,2458856
2018-01-08,185.399994,190.000000,184.149994,190.000000,160.117722,2612619
2018-01-15,190.250000,193.199997,189.399994,192.250000,162.013840,2728988
2018-01-22,193.300003,194.250000,190.149994,191.050003,161.002579,2739000
2018-01-29,191.550003,192.500000,187.550003,189.449997,159.654221,3134819
2018-02-05,188.199997,191.250000,175.199997,177.449997,149.541519,6816881
2018-02-12,181.399994,184.149994,179.449997,182.100006,153.460205,3450399
2018-02-19,183.300003,184.949997,181.649994,183.550003,154.682159,2498559
2018-02-26,184.199997,185.750000,177.899994,178.050003,150.047150,3023378
2018-03-05,177.000000,185.350006,176.300003,184.699997,155.651276,3010136
2018-03-12,185.500000,190.449997,181.399994,189.000000,159.274994,4337935
2018-03-19,190.800003,193.699997,183.899994,184.750000,155.693420,4323460
2018-03-26,185.399994,189.550003,182.699997,188.850006,159.148590,2858033
2018-04-02,188.850006,194.100006,186.050003,192.050003,161.845322,2830471
2018-04-09,193.550003,194.800003,190.449997,191.350006,161.255386,2772415
2018-04-16,192.000000,196.899994,191.550003,195.800003,165.005524,3228043
2018-04-23,196.500000,200.300003,186.100006,189.850006,159.991318,4635951
2018-04-30,189.699997,192.800003,188.850006,189.949997,167.359451,2432605
2018-05-07,189.600006,194.149994,189.100006,192.500000,169.606171,2727529
2018-05-14,192.899994,194.300003,190.899994,193.800003,170.751572,2832573
2018-05-21,193.800003,194.899994,187.050003,188.300003,165.905670,2593377
2018-05-28,189.750000,191.100006,176.050003,180.850006,159.341690,4461873
2018-06-04,182.550003,182.550003,176.550003,178.850006,157.579559,3191598
2018-06-11,180.149994,186.399994,179.850006,182.050003,160.398987,4577878
2018-06-18,181.899994,183.750000,176.050003,179.800003,158.416580,2997255
2018-06-25,179.050003,183.100006,174.850006,181.050003,159.517914,3537874
2018-07-02,178.899994,184.750000,177.949997,183.399994,161.588409,2777409
2018-07-09,184.500000,188.899994,183.500000,187.500000,165.200821,2401889
2018-07-16,187.199997,188.449997,181.800003,182.949997,161.191940,2849603
2018-07-23,182.649994,187.500000,182.300003,186.699997,164.495956,2452977
2018-07-30,186.199997,190.850006,186.199997,188.100006,165.729462,2185205
2018-08-06,188.949997,190.600006,179.949997,182.050003,160.398987,3704342
2018-08-13,182.100006,185.649994,181.399994,184.350006,162.425446,2536295
2018-08-20,185.050003,186.350006,183.899994,185.350006,163.306519,1631484
2018-08-27,186.000000,187.800003,184.800003,185.800003,163.703003,2042729
2018-09-03,185.600006,187.949997,183.449997,184.050003,162.161118,2111877
2018-09-10,183.649994,185.750000,180.250000,183.699997,161.852737,2289407
2018-09-17,183.300003,190.399994,183.149994,189.550003,167.007019,2937592
2018-09-24,188.949997,193.699997,188.399994,190.750000,168.064301,2283771
2018-10-01,190.300003,196.800003,188.300003,194.149994,171.059937,2220970
2018-10-08,193.000000,196.000000,182.050003,182.550003,160.839523,3958144
2018-10-15,182.050003,190.500000,181.449997,189.649994,167.095123,3237422
2018-10-22,191.050003,191.699997,181.199997,183.350006,161.544388,2967325
2018-10-29,184.300003,191.550003,184.050003,189.199997,166.698639,2886108
2018-11-05,188.550003,193.300003,187.500000,192.750000,169.826447,2479300
2018-11-12,193.399994,196.000000,190.000000,191.800003,168.989441,3254220
2018-11-19,192.600006,193.100006,187.899994,190.250000,167.623764,2672766
2018-11-26,191.399994,197.500000,190.850006,191.899994,169.077530,3522282
2018-12-03,194.199997,196.100006,184.600006,186.899994,164.672165,3361579
2018-12-10,185.949997,189.800003,184.500000,188.199997,165.817566,2713967
2018-12-17,187.800003,190.600006,186.149994,188.350006,165.949738,3595683
2018-12-24,188.350006,190.550003,184.899994,190.550003,167.888092,1025708
2018-12-31,190.550003,191.149994,186.350006,190.850006,168.152405,1542586
2019-01-07,191.050003,192.300003,185.449997,191.500000,168.725098,3172206
2019-01-14,190.850006,195.149994,187.449997,195.149994,171.941010,2525975
2019-01-21,195.350006,198.449997,193.649994,196.000000,172.689911,2372197
2019-01-28,195.449997,197.800003,192.699997,196.699997,173.306671,2584178
2019-02-04,197.500000,201.800003,195.949997,197.750000,174.231796,2846424
2019-02-11,198.350006,204.199997,198.300003,204.199997,179.914688,2797715
2019-02-18,204.199997,208.199997,202.500000,206.399994,181.853058,2322499
2019-02-25,207.699997,209.000000,204.300003,208.500000,183.703308,2717241
2019-03-04,209.500000,210.199997,207.399994,208.699997,183.879517,1974987
2019-03-11,208.699997,216.600006,207.600006,216.600006,190.839996,3179942
2019-03-18,216.100006,218.399994,207.199997,207.500000,182.822235,3421528
2019-03-25,206.500000,211.500000,205.300003,211.000000,185.905991,2426900
2019-04-01,213.100006,216.300003,211.500000,216.000000,190.311340,2417216
2019-04-08,216.000000,216.399994,214.000000,214.199997,188.725418,2311332
2019-04-15,215.000000,222.000000,214.000000,221.500000,195.157227,2500490
2019-04-22,221.500000,223.500000,220.199997,223.500000,196.919388,2332607
2019-04-29,224.000000,224.000000,210.500000,212.600006,187.315704,2792844
2019-05-06,209.100006,213.300003,203.600006,210.100006,193.123764,3505314
2019-05-13,209.600006,219.699997,207.899994,219.000000,201.304642,3314844
2019-05-20,218.500000,219.500000,214.500000,219.199997,201.488480,2812938
2019-05-27,219.399994,220.899994,215.300003,216.100006,198.638977,2720244
2019-06-03,214.899994,221.199997,214.000000,221.100006,203.234955,2861586
2019-06-10,221.100006,222.800003,218.899994,221.600006,203.694550,1713202
2019-06-17,221.699997,226.399994,221.199997,225.399994,207.187500,4000420
2019-06-24,225.600006,226.699997,219.699997,220.699997,202.867264,2445545
2019-07-01,223.600006,228.500000,222.399994,226.500000,208.198639,2045392
2019-07-08,225.699997,228.800003,221.100006,221.699997,203.786469,2200191
2019-07-15,222.399994,228.699997,221.899994,225.800003,207.555191,2442424
2019-07-22,223.500000,224.500000,218.000000,219.000000,201.304642,2796491
2019-07-29,218.199997,222.199997,213.000000,214.300003,196.984406,3110929
2019-08-05,213.199997,216.800003,209.100006,215.899994,198.455124,3713301
2019-08-12,216.000000,219.300003,212.500000,217.000000,199.466248,2816856
2019-08-19,217.899994,221.699997,217.399994,217.399994,199.833923,1971376
2019-08-26,217.800003,219.399994,214.500000,217.899994,200.293518,2553949
2019-09-02,217.199997,223.699997,217.199997,223.199997,205.165268,1713083
2019-09-09,223.399994,231.500000,223.399994,230.100006,211.507767,2425711
2019-09-16,229.300003,233.800003,226.000000,232.899994,214.081512,2903834
2019-09-23,232.899994,237.899994,231.399994,237.199997,218.034058,2289643
2019-09-30,237.500000,238.600006,232.600006,235.800003,216.747177,2136534
2019-10-07,235.300003,241.899994,235.100006,241.399994,221.894699,2449360
2019-10-14,240.800003,249.600006,238.399994,247.899994,227.869492,2689788
2019-10-21,248.800003,252.199997,247.100006,250.100006,229.891739,2153578
2019-10-28,251.100006,251.600006,248.100006,249.500000,229.340210,1907118
2019-11-04,249.800003,255.199997,248.399994,253.399994,232.925079,2646942
2019-11-11,253.199997,256.700012,251.699997,256.399994,235.682693,2148014
2019-11-18,256.700012,259.500000,254.100006,254.899994,234.303879,2616889
2019-11-25,256.000000,262.000000,255.500000,260.600006,239.543335,2229382
2019-12-02,261.399994,262.000000,255.100006,259.399994,238.440292,2568005
2019-12-09,260.000000,266.700012,256.899994,263.899994,242.576675,2276648
2019-12-16,265.399994,267.899994,263.600006,266.100006,244.598923,3037917
2019-12-23,266.899994,268.000000,264.799988,265.399994,243.955475,605518
2019-12-30,266.000000,266.600006,261.299988,262.600006,241.381744,1017551
2020-01-06,262.700012,270.799988,259.500000,267.799988,246.161545,2005334
2020-01-13,268.500000,269.500000,265.600006,268.600006,246.896942,1854193
2020-01-20,268.500000,273.299988,268.200012,272.700012,250.665649,2199464
2020-01-27,270.100006,272.399994,266.299988,266.299988,244.782745,2046471
2020-02-03,266.600006,278.399994,266.600006,277.799988,255.353531,2145893
2020-02-10,277.299988,283.100006,276.700012,282.299988,259.489960,1592649
2020-02-17,283.799988,284.200012,272.899994,274.200012,252.044434,1990367
2020-02-24,266.899994,268.700012,222.199997,230.699997,212.059265,6277808
2020-03-02,231.000000,247.000000,228.199997,235.300003,216.287582,5678246
2020-03-09,220.000000,226.500000,167.300003,171.300003,157.458832,9892220
2020-03-16,162.000000,178.649994,141.100006,156.750000,144.084473,10112351
2020-03-23,150.000000,196.000000,148.399994,182.500000,167.753860,7039234
2020-03-30,184.000000,189.949997,170.300003,171.000000,157.183075,4578988
2020-04-06,178.550003,194.449997,177.100006,192.350006,176.807983,3047509
2020-04-13,192.350006,197.399994,187.550003,195.449997,179.657501,3609109
2020-04-20,198.350006,201.899994,192.899994,199.199997,183.104492,4589179
2020-04-27,204.399994,221.699997,200.800003,200.800003,184.575211,4386397
2020-05-04,195.300003,197.600006,189.649994,191.050003,183.773315,3319275
2020-05-11,191.949997,193.250000,173.449997,179.350006,172.518951,3266799
2020-05-18,182.899994,194.500000,182.699997,193.000000,185.649048,2925284
2020-05-25,194.699997,214.699997,192.100006,204.600006,196.807236,4409851
2020-06-01,204.600006,242.500000,204.600006,242.300003,233.071320,3690672
2020-06-08,239.199997,241.800003,221.500000,224.699997,216.141663,3497487
2020-06-15,218.500000,233.000000,216.399994,229.000000,220.277878,4054706
2020-06-22,227.100006,234.899994,220.899994,225.500000,216.911194,2242162
2020-06-29,224.899994,234.000000,223.199997,232.300003,223.452194,2229296
2020-07-06,237.100006,239.199997,224.399994,230.500000,221.720749,1654341
2020-07-13,233.800003,238.699997,227.500000,236.000000,227.011261,1764830
